"","Loop","fWAR","WAR_1","WAR_2","WAR_3"
"247",247,0.286322356663911,0.231896889595763,0.302169511441946,0.302176483106547
"248",248,0.233575336749977,1.11367789006586,0.127203505542378,0.121299751525614
"249",249,0.372681755933126,0.0426286954157619,0.424462142608135,0.424425810108725
"250",250,0.215908516096186,0.405811234874669,0.275631702457818,0.275408379432801
"251",251,0.160690321001823,1.25817053556867,0.0674149563339464,0.0635796321658244
"252",252,0.359695215398595,0.0123838434023001,0.498148755758828,0.497734126339867
"253",253,0.193170635974019,0.230107618716942,0.241389231240773,0.24130865918166
"254",254,0.140790623590654,0.172570863597468,0.157239891371415,0.1572353715826
"255",255,0.172690010029263,0.159246547865259,0.209341579081255,0.209342728829583
"256",256,0.171211131416266,0.161049220964793,0.185060943297317,0.185059324882891
"257",257,0.424827376245037,0.280588699578902,0.426113097303234,0.425898230862865
"258",258,0.311039601338865,0.330731190439658,0.352314235285771,0.352100330275641
"259",259,0.201906670718092,1.00425385921559,0.249652624871018,0.242577463652521
"260",260,0.167547847377077,0.462224230882012,0.145375987080666,0.144908563141424
"261",261,0.203940728782818,0.407537349452102,0.254253335325449,0.254091934619255
"262",262,0.332304267570398,0.442737903948537,0.357385928728732,0.356906614558353
"263",263,0.292980594254416,0.1794930540296,0.326639946034947,0.326652997154557
"264",264,0.348522671974336,0.215192590881243,0.390402116888899,0.390315109436652
"265",265,0.262985316629091,0.293734348043625,0.301123016624066,0.301018233917138
"266",266,0.184203350317316,0.37161703725018,0.198777003227432,0.198740127324105
"267",267,0.475836609330846,0.111326511238035,0.535885330221151,0.535203793885618
"268",268,0.118828763018909,0.757128080203225,0.26422583535678,0.262834252819048
"269",269,0.259504348801518,0.323969984287807,0.307862762240545,0.307649637886408
"270",270,0.250613997630284,0.108878129170806,0.318535976594529,0.318461056393054
"271",271,0.313225319289385,0.265166055682863,0.348090749043419,0.347906483412306
"272",272,0.327235644185423,0.2499332901216,0.380771757298116,0.380530790498556
"273",273,0.382726325245923,0.274031888598831,0.401966905351532,0.401861903411008
"274",274,0.335334004472457,0.64532112561136,0.306053512851447,0.305155885601564
"275",275,0.369737888108146,0.283770928036335,0.396913339172177,0.3967601730222
"276",276,0.41136414797474,0.351466974369766,0.473141351935368,0.472534117427884
"277",277,0.227276180812383,0.232330573677414,0.266314176839966,0.266295253952686
"278",278,0.324203223118393,0.29972456313071,0.426411118718636,0.426114574180762
"279",279,0.362319456009941,0.198657551771838,0.514476472768461,0.513841136117952
"280",280,0.241176009315569,0.275823132555148,0.281078400398883,0.280964470695821
"281",281,0.234195466774512,0.514415422674131,0.317537765599899,0.316681326897283
"282",282,0.240374341385616,0.148637149221737,0.263739752252082,0.263724411197211
"283",283,0.215635417499457,0.216879533391219,0.255524051261308,0.255514328874665
"284",284,0.227406604832247,0.210205772107344,0.235300215173086,0.235285664516518
"285",285,0.318809865190225,0.238726382846922,0.369402184268467,0.369305612804014
"286",286,0.258354410866948,0.23584115804259,0.310011488256333,0.309959734713254
"287",287,0.40613866116413,0.12883798200639,0.527927595113875,0.527268104009215
"288",288,0.288384433755005,0.310113456303933,0.321750496037561,0.321506691139622
"289",289,0.32595204551802,0.208408792658111,0.356741300258435,0.356598042336024
"290",290,0.304008633636229,0.387316119212876,0.266841963362605,0.266480653256102
"291",291,0.27811084275297,0.199002397079937,0.310069438880204,0.31003982066821
"292",292,0.304390651909027,0.256305287249394,0.373696340818487,0.373682255945986
"293",293,0.0824739714102993,1.00817567397255,0.24459851999599,0.239398595936867
"294",294,0.309526617618886,0.181720814513268,0.407414820916326,0.406828975933513
"295",295,0.259553994278542,0.264610317616764,0.278924656923741,0.278834630781908
"296",296,0.236534232292437,0.264417166444597,0.263138743468872,0.263070137366765
"297",297,0.414028687284325,0.128381250253597,0.533681780272127,0.533203949725119
"298",298,0.462318262900657,0.330098602603938,0.479908586307807,0.479350686729123
"299",299,0.289105970206402,0.418225187323909,0.368532992065282,0.368317324267212
"300",300,0.262881837679673,0.44585706403083,0.272187926441966,0.271804187721157
"301",301,0.207926021049666,0.304833354362819,0.22371214965226,0.223710132969367
"302",302,0.265045574576232,0.243582568169525,0.302442153300375,0.302344756901646
"303",303,0.258948885877111,0.365186249784434,0.26417367750233,0.264172661335247
"304",304,0.229063334457879,0.61161254405169,0.247915264844686,0.247008561990154
"305",305,0.337607715369367,0.295188378433414,0.361490632691455,0.36142058800046
"306",306,0.235968675220986,0.26301706660618,0.283315390432067,0.283234054519386
"307",307,0.206257780441592,0.481057560648285,0.320125921359476,0.318753900221628
"308",308,0.0197040153071443,0.0439220209758703,0.023805730979125,0.0238057642216163
"309",309,0.356345651106853,0.252513463495518,0.401195041610177,0.400900958247002
"310",310,0.371839002375414,0.227626585392446,0.396273105871795,0.395715778565634
"311",311,0.262726964726263,0.348845056207794,0.286254842987082,0.286163391313057
"312",312,0.316186858596239,0.245884322702202,0.368784029216643,0.368504113559237
